song_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,mode,key
2Se70IN7tcDtRckBey0jxJ,0.33,0.1,137.904,0.111,0.535,0.942,0.739,155355,-14.381,0.218,1,7
38ZYp5QgwRW62jV3UItslC,0.169,0.08,82.096,0.216,0.84,0.93,0.651,146375,-14.554,0.133,1,2
1CvZ2v9MlDXxD4eatrVwId,0.765,0.119,131.098,0.0334,0.00068,1.11e-05,0.527,300200,-6.171,0.186,1,2
6kT6RwLeEV4XxM526NJYXT,0.456,0.183,75.601,0.0346,0.932,0.816,0.55,116808,-10.18,0.235,0,4
6QyRHpo1hE3SxRbxIoLw22,0.437,0.395,173.896,0.41,0.348,0.00308,0.684,82343,-12.393,0.804,0,7
3d6jkTM25qLsneJ4N25oYY,0.228,0.103,89.919,0.128,0.873,0.748,0.58,77333,-12.77,0.453,1,4
6uMhCmAWTGhGZD7pv6EjOe,0.437,0.456,83.092,0.0663,0.833,0.933,0.417,203309,-10.491,0.29,1,5
0nEPia8hOu2kZWOFEvFVAD,0.197,0.0994,91.002,0.154,0.203,0.74,0.829,113407,-13.804,0.32,1,6
4NRCrfPhQsRJXfGyqusduT,0.358,0.0989,87.967,0.0856,0.852,0.0591,0.752,144545,-10.09,0.211,1,10
3cDEgmIn4hgTaDKL8H4wbI,0.223,0.0849,88.045,0.0557,0.877,0.873,0.651,109176,-13.366,0.606,1,5
0YguaMAfczwOyPofM2jI9B,0.472,0.162,99.964,0.0387,0.741,0.889,0.794,179537,-13.898,0.562,0,0
2smSRsndijAKEI5nUUAnEV,0.147,0.572,145.981,0.448,0.13,0.436,0.86,164708,-16.367,0.228,0,8
0sMhEQ4ilodz4vjKh5ROXx,0.187,0.0799,126.2,0.0509,0.543,0.767,0.751,186371,-12.725,0.234,1,7
5O4YzttkDUhHXbC7qFOB6g,0.363,0.103,160.02,0.126,0.965,0.901,0.627,94500,-11.296,0.378,0,9
1HI3YIqDMHlWBlc6zDIx55,0.369,0.0889,160.893,0.141,0.831,0.868,0.63,142406,-9.34,0.877,1,0
4lpCGSO7x6aV0mVuOW8Ygz,0.204,0.0964,75.813,0.16,0.914,0.86,0.636,176842,-16.094,0.148,1,8
38lWgLPBoLVEwqk7XZkEPI,0.0771,0.113,79.01,0.228,0.354,0.921,0.87,145854,-11.955,0.767,1,3
16UqGzBuHpBytnaOGF8oEs,0.27,0.122,101.001,0.0586,0.395,0.906,0.789,304158,-10.851,0.0819,1,0
3nvPoFhiZ5CkUFLXWGixxz,0.337,0.0898,76.956,0.0317,0.689,0.921,0.589,124675,-12.324,0.648,1,7
5dUE7gBFtBMUtIP9y5YzK9,0.375,0.138,149.829,0.0644,0.324,0.89,0.781,120812,-12.211,0.315,0,8
3dvMkrqB9yOyELqtN4xiF9,0.201,0.102,144.422,0.0965,0.937,0.939,0.579,107329,-10.345,0.621,1,1
5E4q5aaspEZwNB6DC2C07N,0.306,0.391,86.001,0.385,0.713,0.832,0.76,106125,-12.863,0.963,0,11
0Ey3pcYnDYUparnYMxOd9u,0.113,0.081,81.1,0.239,0.614,0.948,0.767,116647,-12.856,0.696,0,10
63PEaUypkC4wWbfmEOY2CY,0.13,0.12,88.983,0.0678,0.828,0.919,0.519,163571,-13.054,0.405,0,4
1Pa4x237bqm2vJvG3n9l1g,0.395,0.113,173.974,0.034,0.214,0.969,0.516,110409,-15.043,0.44,0,10
1XRfevBo0IVh9frY4tROlg,0.298,0.358,156.139,0.142,0.532,0.889,0.719,101538,-11.985,0.282,1,11
4IYHeSEVelitaI7mX116rb,0.596,0.278,148.241,0.567,0.867,0.00254,0.502,116757,-12.361,0.559,0,4
5OeusZDaCS8LWV1YzWiYwM,0.119,0.0861,77.384,0.0442,0.934,0.954,0.617,154451,-20.115,0.28,1,1
4qwwv9X32MXzVvGJSOil1u,0.338,0.104,82.074,0.0944,0.152,0.898,0.859,187500,-11.095,0.278,1,10
0pIvv7PZvKixLzC8EMxcq8,0.0175,0.122,80.012,0.224,0.904,0.893,0.812,132023,-14.177,0.578,1,11
00MIMKNaRADk1ATb9Gh8LP,0.44,0.138,90.027,0.243,0.438,0.194,0.751,181375,-12.972,0.359,0,7
2sRjFtLSLCvSltH1AnnFWK,0.32,0.0526,87.023,0.38,0.295,0.839,0.864,113839,-12.778,0.826,0,7
3SImXx6qmobDK2q7MKeR1Z,0.778,0.204,133.785,0.249,0.0499,0,0.616,278520,-5.809,0.145,1,1
7lotdRi9YB4IoXc5mGU9x6,0.619,0.104,92.862,0.37,0.0708,0,0.776,203871,-10.007,0.51,0,11
4mTsRdFE28MYlrZo8N4Es0,0.891,0.0942,133.918,0.0415,0.0201,3.17e-06,0.498,280869,-7.021,0.669,1,5
0dQPkfweyWDzZ20Auq3F14,0.836,0.248,131.812,0.0506,0.033,3.43e-05,0.477,313098,-5.662,0.213,1,0
5Q2uU5NGcS0mKwmgF28kRZ,0.812,0.12,95.969,0.0767,0.0407,0,0.564,272533,-5.432,0.616,0,11
19vhfSUgVJO2enJ6XidUGO,0.877,0.0876,138.31,0.0425,0.000259,0,0.491,251681,-3.758,0.819,1,7
5gIrJttHq65TwCxlx2vJRM,0.556,0.0952,89.927,0.0579,0.223,0.738,0.713,244233,-8.44,0.136,0,1
2RxeNHMALTssXRoEB63hDk,0.273,0.108,87.08,0.0326,0.756,0.825,0.597,148965,-10.908,0.0657,1,2
6RkMNZGGzG2WdI41bzN5zi,0.0897,0.109,75.992,0.0715,0.782,0.942,0.525,138947,-12.236,0.409,0,1
0wYfbLFGFsAfmkpeNtOxRD,0.189,0.101,148.53,0.819,0.795,0.863,0.624,129500,-11.881,0.417,0,9
6ytvORR4Xm0xenV4pyxFJG,0.307,0.108,157.28,0.0471,0.798,0.948,0.397,100253,-15.826,0.052,0,2
2S9MgygqIt7sYznTC4j5MA,0.185,0.0931,172.483,0.339,0.384,0.505,0.445,162078,-8.935,0.437,0,8
5VgQoDeg2xI9jGgNyBL5N4,0.0733,0.353,80.047,0.0372,0.88,0.921,0.586,127500,-22.32,0.249,1,6
1K5qb81vZ888ot0eI2dVqF,0.126,0.14,113.967,0.0603,0.703,0.8,0.787,130510,-15.159,0.347,0,9
3xpUA94qLEOElSJvQFcVcG,0.0891,0.101,123.938,0.0747,0.911,0.123,0.727,100645,-18.584,0.2,1,0
2vIw3uFytrLRUgtxyG48zo,0.188,0.111,159.416,0.0629,0.959,0.919,0.419,84000,-22.993,0.359,1,9
10xNdYXvRdgkQYbS0VGpCJ,0.436,0.0936,112.988,0.375,0.684,0.757,0.733,77539,-18.56,0.401,0,9
6qWitlJBWOQBXyumtDBZAV,0.338,0.312,152.033,0.0654,0.0418,0.88,0.748,118618,-13.947,0.377,1,11
69KxZFgiVuUGYvftRbnRQI,0.268,0.114,135.957,0.074,0.844,0.906,0.726,120331,-18.987,0.411,0,1
41C0PrUPvx4nnSIvrfNVHR,0.263,0.31,85.033,0.459,0.873,0.00383,0.573,102460,-17.524,0.424,0,6
6NzepOqqOm2CNeyxtrhgzF,0.31,0.275,86.055,0.0743,0.901,0.689,0.69,139535,-14.523,0.0714,1,1
6fkEXnxYYmw9n9VUkN4Eh3,0.259,0.115,77.981,0.098,0.501,0.891,0.639,135497,-11.552,0.288,0,5
0XraCAURdRrU02zHYBHMKo,0.307,0.111,78.079,0.0722,0.881,0.849,0.649,60817,-13.781,0.384,1,11
5ZtyLBt6hvikacT1NatNWq,0.408,0.107,90.017,0.2,0.586,0.759,0.614,170667,-12.315,0.207,0,2
6IR6lNKONhV6tPn1dbq5lD,0.143,0.113,167.923,0.137,0.567,0.919,0.811,137143,-11.052,0.442,1,0
6VCuvpA6yVnV6jUt498IGO,0.332,0.107,119.971,0.0643,0.217,0,0.655,251837,-7.156,0.304,0,5
7gfyrnHMieXMjIW4n2p5wf,0.813,0.12,115.949,0.07,0.488,0,0.767,209133,-3.605,0.789,1,10
3oyOEGQXpwXVwLSZb088bJ,0.722,0.591,101.012,0.105,0.0384,0.000125,0.789,242376,-7.518,0.425,0,11
31tn58pBhLrAsBdbZJa129,0.613,0.123,75.023,0.145,0.258,0.00372,0.74,166606,-4.88,0.473,1,8
22LAwLoDA5b4AaGSkg6bKW,0.554,0.132,99.034,0.0383,0.207,0,0.774,162547,-7.909,0.349,1,0
46Zv9xtOZm0VdHbRKC4vRL,0.746,0.109,155.096,0.226,0.00276,0,0.732,182707,-6.367,0.407,0,11
1Knctxx9vGZxpZfF66BIEa,0.798,0.143,142.049,0.0844,0.115,0,0.594,191840,-5.244,0.381,1,4
4TnjEaWOeW0eKTKIEvJyCa,0.431,0.0887,127.085,0.0364,0.123,0,0.785,159382,-8.756,0.236,0,10
6aveOkPDFpU08mmp6IWgAQ,0.537,0.102,128.008,0.0805,0.556,0.00404,0.921,135090,-5.723,0.711,0,9
17N5FdRwJuv3UXQ7MHnbhF,0.854,0.0905,150.621,0.221,0.0475,0,0.737,166080,-6.414,0.65,0,3
6gBFPUFcJLzWGx4lenP6h2,0.728,0.149,130.049,0.0484,0.0847,0,0.841,243837,-3.37,0.43,1,7
1BtNh8s87QfzaZ49SjOodW,0.679,0.0953,133.044,0.13,0.192,0.00143,0.901,124348,-2.064,0.888,0,8
5jPNhJA9xG4vipCrweQ7mP,0.382,0.193,179.999,0.254,0.482,0.0158,0.519,148667,-10.218,0.509,1,6
7MCFjPDImfjQv7GynHgVrR,0.712,0.106,90.02,0.054,0.28,0,0.811,179967,-3.773,0.576,0,10
10fj46VSvjIqMVOcJl6Jsx,0.729,0.144,139.989,0.0409,0.0458,0,0.755,206636,-5.894,0.427,1,0
7h0d2h0fUmzbs7zeFigJPn,0.491,0.0992,153.131,0.0346,0.0567,0,0.559,244874,-6.406,0.114,0,2
7floNISpH8VF4z4459Qo18,0.726,0.0976,139.059,0.282,0.259,0,0.763,126346,-6.405,0.349,1,1
67XyC1GdSkKb9sbRRkUDXS,0.511,0.14,120.08,0.42,0.0251,0,0.894,176632,-4.768,0.568,1,2
1lOe9qE0vR9zwWQAOk6CoO,0.642,0.0658,179.974,0.287,0.0204,0,0.745,131240,-6.257,0.226,0,7
6gi6y1xwmVszDWkUqab1qw,0.591,0.196,139.864,0.225,0.0104,0,0.802,157712,-4.895,0.309,1,8
5yY9lUy8nbvjM1Uyo1Uqoc,0.609,0.152,142.037,0.481,0.0706,0,0.676,237735,-5.831,0.508,0,2
67RX2dBbrL7okFIR9GhHzU,0.713,0.717,175.046,0.401,0.0849,0,0.787,148759,-5.252,0.761,1,7
2WcPl9wtGox6EUla9BAW7W,0.384,0.0696,145.04,0.0348,0.797,0,0.681,177265,-7.145,0.593,0,10
22nyEAEM29tcBRhukR089b,0.82,0.575,119.982,0.232,0.222,0,0.786,220996,-5.093,0.49,0,9
6uJONCdr2rC65BNmCnTBWK,0.6,0.353,123.017,0.301,0.071,0,0.859,244761,-4.63,0.568,0,7
6tO5bxNnMuh1c3cziSpecA,0.648,0.0984,106.058,0.0835,0.0706,0.00636,0.849,111020,-6.188,0.195,1,7
5rK0pyEObO4DBFLy682QvR,0.725,0.0556,149.963,0.249,0.00432,0,0.731,179200,-5.21,0.351,1,2
2ZRo7axmMPeSVUvDbGkJah,0.457,0.146,146.04,0.0603,0.661,0.000331,0.592,110886,-6.081,0.225,0,9
4ea9w8c4ROqiZpJVhfBA3m,0.631,0.0806,111.983,0.216,0.188,0,0.845,279907,-8.206,0.545,0,7
4H7WNRErSbONkM06blBoGc,0.48,0.147,86.046,0.0266,0.449,0,0.507,204427,-5.418,0.35,1,5
23CkKqXf2w3TVdlwMvjJVp,0.629,0.0639,105.065,0.0413,0.235,0,0.693,200591,-7.816,0.396,0,9
3ynkDyWXMgspdVxrp022vu,0.686,0.121,92.962,0.298,0.212,0,0.734,219666,-4.509,0.677,1,1
70yIbQ6nKHuKyqubhydwAn,0.76,0.0871,119.949,0.0645,0.0147,0,0.88,214793,-4.446,0.44,1,11
5teiuGu6SxH3oJ67fPeIOH,0.594,0.174,100.008,0.0509,0.218,0.00339,0.813,194485,-7.844,0.226,1,1
1kbRGtdwnN1MPc8x6NPeLL,0.607,0.0827,129.072,0.0447,0.125,0,0.807,198854,-5.975,0.842,1,1
0p1REYKn9VBIkESyndxsLn,0.557,0.246,108.072,0.0928,0.243,0.0465,0.841,204608,-8.887,0.486,1,6
3znMnBqnLizmJ4N8BAhzEk,0.572,0.278,144.963,0.0645,0.277,0,0.723,195249,-5.739,0.448,1,7
7znP7TsqRJ2feiyNpCJkuZ,0.359,0.043,102.053,0.392,0.848,0.000639,0.895,216954,-10.644,0.904,1,3
7m9OqQk4RVRkw9JJdeAw96,0.391,0.297,134.021,0.242,0.469,4.13e-06,0.872,119133,-9.144,0.437,0,0
38TqlPI8PIVJ4AOXdRHKUh,0.8,0.247,139.472,0.286,0.353,0,0.591,175462,-4.956,0.592,1,1
2fQrGHiQOvpL9UgPvtYy6G,0.346,0.0871,75.016,0.351,0.0151,7.04e-06,0.884,220307,-8.228,0.376,0,8
4CyNQIQasNUfpT9nrnmX0S,0.633,0.105,150.033,0.227,0.412,0,0.728,227602,-6.695,0.687,1,0
1000nHvUdawXuUHgBod4Wv,0.594,0.123,153.848,0.0752,0.342,0,0.703,114893,-6.146,0.475,0,5
7oJrVhiTPZGBXWPwhxjy9S,0.767,0.114,160.084,0.166,0.138,0,0.718,156000,-5.641,0.519,1,9
4bdJHQp90ymjEIkkYhcENB,0.508,0.126,108.039,0.0468,0.104,1.21e-05,0.923,126667,-8.668,0.168,1,1
4vaxvNDaLSoD36iZX515ug,0.434,0.128,120.012,0.118,0.434,0,0.821,187173,-9.194,0.241,0,10
0fySG6A6qLE8IvDpayb5bM,0.652,0.107,154.187,0.307,0.113,0,0.768,144935,-2.708,0.777,0,1
3e7Y6sfFlIdBMJhX7wpqVO,0.584,0.106,139.965,0.221,0.0718,0,0.824,188600,-7.098,0.219,0,10
1rsAFUCa6BVMgRQ3FCQQsi,0.789,0.378,119.999,0.0383,0.0304,0,0.803,106021,-3.434,0.647,0,10
3oMMQpbSWn3mx0yup7tHSW,0.366,0.0964,122.991,0.136,0.0214,0,0.793,159522,-10.051,0.278,1,7
3GVkPk8mqxz0itaAriG1L7,0.57,0.112,129.953,0.133,0.847,2.14e-05,0.734,95467,-7.066,0.689,0,7
7eBqSVxrzQZtK2mmgRG6lC,0.73,0.11,115.007,0.0516,0.145,3.06e-06,0.759,268434,-7.985,0.74,0,0
2PqSNVmiEQpFkLoNPoDfwI,0.659,0.11,156.004,0.268,0.000856,8.17e-06,0.681,173294,-6.405,0.225,1,9
1CKkvSZkCWIUswTqCjlIgA,0.582,0.35,162.991,0.286,0.0114,0,0.791,181812,-7.323,0.443,0,11
5RqR4ZCCKJDcBLIn4sih9l,0.431,0.0996,130.022,0.0622,0.749,0,0.728,147800,-9.966,0.629,0,6
3dVvWnj4D8JGkKvo6Hucso,0.422,0.11,180.006,0.294,0.0319,0.00011,0.744,202667,-8.946,0.493,1,1
7LptQZjp5wgdYDQZPjOV9O,0.768,0.126,80.029,0.284,0.148,0.000947,0.79,131139,-5.638,0.691,1,6
22An65gG31JLf9n18qjdhZ,0.492,0.174,143.983,0.0671,0.0643,0.0313,0.78,94246,-3.4,0.374,0,5
4aOOExMBUyxKnEYb39SrTg,0.542,0.23,97.767,0.442,0.019,0.00639,0.509,78681,-8.027,0.151,0,3
6lruHh1jF7ezgbLv72xYmf,0.575,0.106,100.087,0.0934,0.113,0,0.822,223000,-5.95,0.616,1,5
13HFLqW9ujXhAJXcadLDwt,0.809,0.165,137.105,0.153,0.442,0.904,0.596,164273,-8.913,0.426,0,6
7ahLXEQsn8588vLthwT4ud,0.726,0.108,89.997,0.192,0.285,0,0.739,194667,-6.384,0.58,0,11
450FSv8M9o6zfYHfvWdpJS,0.674,0.11,163.484,0.0896,0.62,0.000558,0.493,175610,-9.601,0.83,0,9
6mYdnKt43uGw3gmtOz4yQi,0.274,0.107,134.29,0.029,0.897,0.000241,0.494,251853,-10.15,0.0835,0,1
0xxFisCrlitQsf8TCOwI1v,0.499,0.115,90.125,0.168,0.743,0,0.618,172646,-8.886,0.691,0,1
1Sr0zBbzovJTg5yxd41CcQ,0.571,0.232,75.972,0.0487,0.456,0,0.65,254135,-8.764,0.742,0,1
2JzZzZUQj3Qff7wapcbKjc,0.481,0.0649,80.025,0.0815,0.369,1.03e-06,0.689,229526,-7.503,0.283,1,10
6onJ9L9XvgDuXJab5LtQTI,0.523,0.118,144.978,0.108,0.025,1.12e-06,0.897,167238,-6.574,0.336,1,0
16KDdey3vnSBWwqUZoe1cT,0.768,0.0794,94.243,0.0742,0.18,0,0.765,291658,-4.959,0.574,1,2
7xRWmHZ2wt3zDgM5mAL0JU,0.884,0.122,126.892,0.119,0.128,2.34e-05,0.813,174178,-4.817,0.646,1,2
32o3czXETZJk82llYMnbq4,0.471,0.0886,116.962,0.107,0.526,0,0.887,197569,-7.976,0.308,0,7
5BMbXGFvPBFjfxf37Tnad8,0.64,0.311,91.957,0.386,0.165,0,0.673,234038,-6.198,0.705,1,2
3B30FE1ywQwRa5vcg2W1Zg,0.587,0.0758,125.528,0.297,0.448,1.56e-06,0.726,155965,-5.954,0.786,0,9
3hNKWD8kkxOEJ7K90PjWri,0.836,0.119,97.092,0.123,0.239,0.000229,0.666,171476,-5.067,0.3,1,1
6t5PsfTj1NA2hEwXcgsLYY,0.494,0.286,160.266,0.196,0.769,0.199,0.598,110229,-15.42,0.55,0,0
1MMhI6ISQt0UOVtU6DoAtE,0.619,0.291,152.042,0.0721,0.277,0,0.689,153181,-7.02,0.235,0,9
35qpbFU4HXSoERLSM25End,0.168,0.0919,84.801,0.162,0.981,0.000247,0.801,170580,-11.881,0.389,1,0
4m0q0xQ2BNl9SCAGKyfiGZ,0.793,0.126,101.015,0.0601,0.204,0.0154,0.618,347526,-5.711,0.459,1,0
1prdmkn7pO2S0FJChx0fN4,0.496,0.0923,159.07,0.249,0.0495,2.78e-05,0.547,181087,-7.436,0.5,1,6
0nnH20zJX4nfdTwhT3HA8u,0.782,0.271,100.04,0.0301,0.0892,0,0.634,184800,-5.487,0.675,1,2
5gKFXRkTRYMWxLAEDNig4C,0.804,0.248,93.036,0.0438,0.387,0,0.722,169355,-5.319,0.821,1,9
0qRbGq8cogiDalq9E8IGJh,0.755,0.175,114.97,0.186,0.0508,0.000226,0.853,143987,-5.399,0.327,1,1
2dxnANoGEeXzMQguKBHhdg,0.804,0.732,96.979,0.292,0.0871,0,0.782,233773,-6.086,0.857,0,11
1jRkTk8wmaCAjoOx6XE7MI,0.622,0.326,60.602,0.373,0.0773,0,0.404,198600,-6.382,0.407,1,8
7vnQb4dx7mxze7gOD9zU9q,0.571,0.154,99.531,0.0617,0.0101,2.99e-05,0.402,200680,-8.269,0.103,1,2
2auNjgM4xIOANxtZT4Xe9z,0.758,0.248,178.589,0.312,0.597,2.93e-06,0.434,244062,-4.807,0.473,0,9
4kZW9cwbwQQnDjBrAfjSkp,0.478,0.142,95.058,0.104,0.843,0.128,0.693,131254,-11.051,0.728,1,1
1FPr4bsL5xaF4pRHoxvfJf,0.695,0.692,90.03,0.249,0.579,7.38e-06,0.649,259579,-8.1,0.447,0,2
0Ao7UyZ0IcKH9WQitKd0EL,0.689,0.335,90.259,0.304,0.656,0,0.651,199758,-7.302,0.448,1,2
3QS8YTsGSyBnnucbf0XEMr,0.542,0.106,84.913,0.641,0.42,1.27e-06,0.805,127336,-12.672,0.593,0,4
3tgO1aXL4WWZJOH86Sukqf,0.315,0.204,91.393,0.0562,0.835,0.144,0.51,31701,-15.097,0.554,1,8
2AplbqTzq1mK8wyAxsBvQ6,0.732,0.0911,87.026,0.282,0.417,4.24e-06,0.735,459363,-4.41,0.465,1,9
49d5fSUhEAqXOj4B6ZGvA9,0.494,0.087,98.898,0.326,0.307,3.78e-06,0.873,129197,-9.891,0.465,0,10
5kDFum2x9H3ClHQhckPCS6,0.574,0.126,93.104,0.384,0.373,0,0.766,246614,-9.828,0.634,0,10
1LSPyK5Or5HTutevo5TzzV,0.655,0.249,92.97,0.31,0.148,0,0.806,198027,-7.626,0.845,1,8
6GnhWMhgJb7uyiiPEiEkDA,0.435,0.147,120.058,0.178,0.47,0,0.843,208080,-8.442,0.19,1,8
7yq4Qj7cqayVTp3FF9CWbm,0.731,0.151,101.654,0.0379,0.431,0,0.484,204280,-6.694,0.51,1,1
6TL5uq31JarmrpEGTNNyKG,0.585,0.274,140.8,0.0536,0.0265,0,0.565,210467,-5.723,0.259,0,1
3Z04bvI9rEqh3fzF9c4gGJ,0.87,0.0936,93.977,0.163,0.117,0.0353,0.599,262844,-3.966,0.394,0,11
7woCxOw0jmj65ohlQ3x0tH,0.446,0.273,80.033,0.0693,0.54,0.694,0.788,108000,-9.812,0.545,1,6
1pYhfi3rIdt9ip0ro5ZZPV,0.197,0.109,77.202,0.0768,0.879,0.877,0.636,151731,-15.365,0.127,1,9
3eekarcy7kvN4yt5ZFzltW,0.427,0.21,76.469,0.0317,0.0546,5.83e-06,0.598,175721,-8.764,0.0605,0,7
0nhVrTiCGiGRCoZOJiWzm1,0.743,0.163,107.996,0.159,0.152,0,0.814,214587,-2.968,0.367,1,9
4ak7xjvBeBOcJGWFDX9w5n,0.679,0.465,140.081,0.0324,0.139,6.98e-05,0.706,158707,-5.614,0.657,1,9
0S0vWvyZ6Rc79TXkWxT9QA,0.583,0.421,105.997,0.0288,0.0262,0,0.534,231547,-8.672,0.145,1,2
2MbdDtCv5LUVjYy9RuGTgC,0.723,0.185,145.013,0.26,0.0631,0,0.904,227478,-5.224,0.835,0,11
2IMDD5rw7pboniUFxeqtgg,0.741,0.0761,149.908,0.0378,0.0425,0,0.667,204747,-4.099,0.422,1,1
3fVIFpU3VdSEoR82DaYe79,0.499,0.129,161.042,0.306,0.0363,3.46e-06,0.803,156637,-5.932,0.749,1,11
3xYxMY2p1tGcY5Yf28pNin,0.342,0.193,128.981,0.0991,0.073,0,0.754,121347,-8.677,0.423,0,10
1cB7ICDw725ZYDC7mkXxF2,0.863,0.284,83.097,0.34,0.27,0,0.489,273319,-1.447,0.631,0,5
5EBjirsg69LLpHqvkwm8nO,0.486,0.357,83.336,0.405,0.361,0,0.586,236225,-11.668,0.531,0,7
7McYWSdRoKDO8Dl70bURcZ,0.65,0.145,92.012,0.249,0.362,4.32e-05,0.808,212558,-7.108,0.811,0,10
24HYU0MQmeUQ6YLjl1o2NV,0.827,0.263,91.488,0.384,0.434,0,0.72,296072,-5.118,0.75,1,11
5qiDPRE4eqcEip1tAncl7Q,0.688,0.209,102.603,0.219,0.589,0.00016,0.948,196258,-7.739,0.835,0,6
7DMePP45IaGHRVFYDmmhqU,0.847,0.323,93.305,0.334,0.12,0,0.605,217731,-1.593,0.683,1,1
56pAHlSO88nvDyKN5y9Qsb,0.59,0.0998,91.999,0.473,0.637,0,0.613,188961,-12.733,0.68,0,4
4A6PTcjJV25kngEkLFPVDp,0.689,0.0929,86.407,0.11,0.712,0,0.792,216973,-7.037,0.765,0,9
13rpxaxJTnxffe7SV7kvyL,0.493,0.109,93.086,0.277,0.218,0.0395,0.593,192746,-9.205,0.583,0,11
3grYJajZn99R9PyPNIyz8A,0.681,0.127,91.003,0.3,0.598,0,0.701,266057,-7.861,0.712,0,4
73USjsNtFcJJDJaMqZc9Dy,0.846,0.114,92.214,0.244,0.748,4.37e-06,0.654,252604,-4.527,0.548,1,1
26PuuuOngXVqnbnsvnOFUe,0.776,0.0994,71.251,0.564,0.508,0,0.56,218371,-6.549,0.763,0,3
7lAK3oHbfEnvUQWosrMMpR,0.554,0.116,128.047,0.0409,0.283,3.4e-06,0.785,150043,-6.571,0.144,1,0
127QTOFJsJQp5LbJbu3A1y,0.454,0.114,81.618,0.201,0.321,6.15e-06,0.834,247059,-9.75,0.837,0,1
7ikRId3U9AXd6tfF2fbItC,0.637,0.51,140.115,0.0369,0.0814,0.000607,0.65,145222,-6.195,0.575,1,9
7wBJfHzpfI3032CSD7CE2m,0.789,0.189,150.007,0.044,0.00947,4.05e-06,0.487,270715,-3.69,0.0564,1,8
3pndPhlQWjuSoXhcIIdBjv,0.404,0.0953,139.553,0.379,0.484,0,0.71,165853,-10.04,0.398,0,1
0uxSUdBrJy9Un0EYoBowng,0.75,0.174,123.426,0.117,0.109,0,0.773,220587,-4.009,0.783,0,8
4NdXQlDTzxbOMkzJGWFtz3,0.397,0.144,130.008,0.169,0.0889,5.12e-05,0.925,132923,-11.265,0.429,1,5
4SDgTLDYrJ2UrHbkRkg7MD,0.598,0.122,153.905,0.0809,0.22,0,0.717,151040,-5.613,0.496,0,5
62vpWI1CHwFy7tMIcSStl8,0.521,0.0565,100.45,0.33,0.301,0,0.692,292987,-8.465,0.463,0,10
44JV2plU7tt0NQ15qPEtVI,0.604,0.272,145.062,0.245,0.017,0,0.923,139741,-6.671,0.824,0,11
4IO8X9W69dIQe0EC5ALXhq,0.87,0.114,184.194,0.503,0.00813,0,0.741,254723,-3.494,0.663,0,6
44lJSYlT2qRU64zNAtG9JS,0.406,0.091,174.032,0.318,0.292,0,0.718,165517,-10.511,0.221,1,0
2jRmKc69qzGKzGU9SdH5u7,0.725,0.154,75.003,0.142,0.00471,0.000194,0.765,146264,-3.391,0.578,0,3
71ZG3jj5D4ZD0QX9nugji7,0.51,0.249,103.989,0.176,0.265,8.64e-05,0.752,198462,-10.818,0.369,0,11
5iYCyMIULvh6dcHfNbBKmV,0.536,0.797,149.938,0.272,0.323,0,0.758,187200,-9.135,0.73,0,9
51Fjme0JiitpyXKuyQiCDo,0.391,0.137,129.972,0.0845,0.181,0,0.843,160627,-7.899,0.496,1,2
5QZKcQDp0tCcvMdyqEciBV,0.621,0.0944,85.359,0.138,0.218,0,0.457,224638,-5.923,0.634,1,10
2rPHUAeUPbNgTmK18FPTiZ,0.74,0.612,73.779,0.0944,0.157,0,0.487,181688,-4.973,0.522,1,6
00SiZEELZ0K4gkUl0rU529,0.39,0.11,159.996,0.414,0.13,6.78e-06,0.833,113997,-8.339,0.353,1,0
3qIV7Rnj3ZxLs2JcLPUbFV,0.484,0.131,151.878,0.226,0.138,0,0.739,141987,-9.646,0.523,1,9
4TmCpAlSS3PnWySgtr0L8l,0.304,0.137,119.705,0.104,0.779,0.00111,0.661,160184,-11.192,0.273,1,1
6r7ULK6c5CLVvImjTIztl1,0.686,0.365,105.219,0.0478,0.000424,0.0023,0.695,93447,-8.147,0.354,0,9
4b2yOCNX8HqXYP8iRlZUzT,0.0147,0.115,119.037,0.0417,0.643,0.00257,0.6,104874,-24.917,0.0722,1,0
0dhMnCF9KysTgqS0GdnddQ,0.28,0.11,174.204,0.0384,0.895,0.966,0.432,46475,-14.015,0.504,1,2
5aSs9FTW9GnfcLP24lzQNL,0.519,0.112,116.025,0.0415,0.503,0.63,0.677,86897,-13.46,0.723,1,2
7MenLmqFOaydnZ4BQlvRqC,0.178,0.412,144.213,0.0312,0.98,0.76,0.668,56667,-28.284,0.618,1,5
4W5T4vANZOUjdz4jTGrrE4,0.165,0.11,116.171,0.0741,0.85,0.978,0.321,30602,-24.744,0.564,0,9
1Ttnl0Zq6Db0hStFMXu6eY,0.508,0.117,192.088,0.268,0.00781,0.775,0.653,51250,-15.748,0.643,1,7
5u08Q0yDPk8eH3YoGR9a4R,0.23,0.114,107.046,0.0283,0.692,0.934,0.617,98692,-19.449,0.117,1,5
2UOtmBKzYiCtEy2q6QpSie,0.318,0.154,97.081,0.042,0.96,0.717,0.274,33231,-17.29,0.246,1,5
50QNTmzOu6bgAKpSGKOuEw,0.71,0.138,79.694,0.0399,0.0695,0.956,0.102,99000,-14.237,0.0367,1,0
