artist_name,track_name,end_time,ms_played,track_id,song_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,mode,key,loudness_adj,date,mins_played,liked
Juice WRLD,Hide (feat. Seezyn),2020-08-25 04:45,205800,6rz0dTA0PdhXImFV5EjM0w,6rz0dTA0PdhXImFV5EjM0w,0.639,0.157,149.996,0.0752,0.0622,0.0,0.715,205800,-5.017,0.151,0,5,0.8665581965666854,2020-08-25,3.43,True
Juice WRLD,Let Me Know (I Wonder Why Freestyle),2020-08-25 04:45,6690,3wwo0bJvDSorOpNfzEkfXx,3wwo0bJvDSorOpNfzEkfXx,0.537,0.418,125.028,0.0832,0.172,0.0,0.635,215381,-7.895,0.383,0,7,0.7986936427089227,2020-08-25,0.11,False
Juice WRLD,Wishing Well,2020-08-25 17:18,194621,2U5WueTLIK5WJLD7mvDODv,2U5WueTLIK5WJLD7mvDODv,0.613,0.267,149.972,0.128,0.00336,0.0,0.65,194621,-6.13,0.0804,0,9,0.8403131484625541,2020-08-25,3.24,True
Eminem,Godzilla (feat. Juice WRLD),2020-08-25 17:22,210800,7FIWs0pqAYbP91WWM0vlTQ,7FIWs0pqAYbP91WWM0vlTQ,0.745,0.292,165.995,0.342,0.145,0.0,0.808,210800,-5.26,0.829,0,10,0.8608281456328994,2020-08-25,3.51,True
Juice WRLD,Smile (with The Weeknd),2020-08-25 17:25,196180,6wQlQrTY5mVS8EGaFZVwVF,6wQlQrTY5mVS8EGaFZVwVF,0.685,0.124,158.831,0.133,0.224,0.0,0.694,196180,-6.535,0.306,0,6,0.8307630635729106,2020-08-25,3.27,True
Juice WRLD,Hide (feat. Seezyn),2020-08-25 17:28,205800,6rz0dTA0PdhXImFV5EjM0w,6rz0dTA0PdhXImFV5EjM0w,0.639,0.157,149.996,0.0752,0.0622,0.0,0.715,205800,-5.017,0.151,0,5,0.8665581965666854,2020-08-25,3.43,True
Post Malone,92 Explorer,2020-08-25 17:32,211426,1D2L6MefbXon28PzIk9I3r,1D2L6MefbXon28PzIk9I3r,0.733,0.114,146.046,0.0476,0.265,1.25e-06,0.798,211427,-4.811,0.861,0,7,0.871415770609319,2020-08-25,3.52,True
Juice WRLD,Lucid Dreams,2020-08-25 17:36,239835,2FtNANPWnAOKJVkoHLmiXu,2FtNANPWnAOKJVkoHLmiXu,0.566,0.34,83.903,0.2,0.349,0.0,0.511,239836,-7.23,0.218,0,6,0.8143746462931523,2020-08-25,4.0,True
Juice WRLD,Come & Go (with Marshmello),2020-08-25 17:49,5556,2Y0wPrPQBrGhoLn14xRYCG,2Y0wPrPQBrGhoLn14xRYCG,0.814,0.158,144.991,0.0657,0.0172,0.0,0.625,205485,-5.181,0.535,1,0,0.8626910016977929,2020-08-25,0.09,False
Juice WRLD,Armed And Dangerous,2020-08-25 19:53,310,5wujBwqG7INdStqGd4tRMX,5wujBwqG7INdStqGd4tRMX,0.67,0.114,130.032,0.311,0.186,0.0,0.736,169999,-6.702,0.845,1,10,0.8268251273344652,2020-08-25,0.01,False
Juice WRLD,Wishing Well,2020-08-25 19:53,860,2U5WueTLIK5WJLD7mvDODv,2U5WueTLIK5WJLD7mvDODv,0.613,0.267,149.972,0.128,0.00336,0.0,0.65,194621,-6.13,0.0804,0,9,0.8403131484625541,2020-08-25,0.01,False
Juice WRLD,Hide (feat. Seezyn),2020-08-25 19:53,205800,6rz0dTA0PdhXImFV5EjM0w,6rz0dTA0PdhXImFV5EjM0w,0.639,0.157,149.996,0.0752,0.0622,0.0,0.715,205800,-5.017,0.151,0,5,0.8665581965666854,2020-08-25,3.43,True
Juice WRLD,Lucid Dreams,2020-08-25 19:58,239835,2FtNANPWnAOKJVkoHLmiXu,2FtNANPWnAOKJVkoHLmiXu,0.566,0.34,83.903,0.2,0.349,0.0,0.511,239836,-7.23,0.218,0,6,0.8143746462931523,2020-08-25,4.0,True
Juice WRLD,Come & Go (with Marshmello),2020-08-25 19:58,4784,2Y0wPrPQBrGhoLn14xRYCG,2Y0wPrPQBrGhoLn14xRYCG,0.814,0.158,144.991,0.0657,0.0172,0.0,0.625,205485,-5.181,0.535,1,0,0.8626910016977929,2020-08-25,0.08,False
Juice WRLD,Smile (with The Weeknd),2020-08-25 23:48,222230,6wQlQrTY5mVS8EGaFZVwVF,6wQlQrTY5mVS8EGaFZVwVF,0.685,0.124,158.831,0.133,0.224,0.0,0.694,196180,-6.535,0.306,0,6,0.8307630635729106,2020-08-25,3.7,True
Acru,THROW UP SESSION #2,2020-08-26 01:42,216923,5j7eaKMg9gnoSkPsQgV9kp,5j7eaKMg9gnoSkPsQgV9kp,0.507,0.108,155.973,0.0979,0.000435,7.82e-05,0.772,216923,-7.49,0.149,1,1,0.8082437275985662,2020-08-26,3.62,True
Acru,THROW UP SESSION #1,2020-08-26 01:45,151306,4AmkflbQtBjOjNwSt92P1u,4AmkflbQtBjOjNwSt92P1u,0.729,0.587,91.992,0.129,0.0811,0.0,0.825,151307,-5.478,0.661,1,8,0.8556876061120542,2020-08-26,2.52,False
El Triangulo Estudio,Trueno 24/Siempre,2020-08-26 01:47,142106,0Y3bl8IzUsGvccFu74OLPB,0Y3bl8IzUsGvccFu74OLPB,0.705,0.307,88.551,0.302,0.479,0.0,0.679,142106,-9.18,0.78,1,2,0.7683927560837577,2020-08-26,2.37,False
Bizarrap,"Cazzu: Bzrp Music Sessions, Vol. 32",2020-08-26 01:49,146106,1MZqHpFyB4j5tFCFNvURou,1MZqHpFyB4j5tFCFNvURou,0.466,0.0819,131.04,0.0773,0.389,0.0899,0.89,146107,-9.092,0.593,0,7,0.7704678362573099,2020-08-26,2.44,False
Trueno,Cucumelo,2020-08-26 01:52,161472,5TomkIGGAC7JHVbqvPPUR5,5TomkIGGAC7JHVbqvPPUR5,0.714,0.0918,125.016,0.0651,0.093,0.0,0.866,161473,-6.469,0.195,0,1,0.8323193737030748,2020-08-26,2.69,True
Acru,THROW UP SESSION #2,2020-08-26 05:26,216923,5j7eaKMg9gnoSkPsQgV9kp,5j7eaKMg9gnoSkPsQgV9kp,0.507,0.108,155.973,0.0979,0.000435,7.82e-05,0.772,216923,-7.49,0.149,1,1,0.8082437275985662,2020-08-26,3.62,True
Acru,THROW UP SESSION #2,2020-08-26 06:04,216923,5j7eaKMg9gnoSkPsQgV9kp,5j7eaKMg9gnoSkPsQgV9kp,0.507,0.108,155.973,0.0979,0.000435,7.82e-05,0.772,216923,-7.49,0.149,1,1,0.8082437275985662,2020-08-26,3.62,True
Juice WRLD,Wishing Well,2020-08-26 06:10,194621,2U5WueTLIK5WJLD7mvDODv,2U5WueTLIK5WJLD7mvDODv,0.613,0.267,149.972,0.128,0.00336,0.0,0.65,194621,-6.13,0.0804,0,9,0.8403131484625541,2020-08-26,3.24,True
Juice WRLD,Lucid Dreams,2020-08-26 06:14,239835,2FtNANPWnAOKJVkoHLmiXu,2FtNANPWnAOKJVkoHLmiXu,0.566,0.34,83.903,0.2,0.349,0.0,0.511,239836,-7.23,0.218,0,6,0.8143746462931523,2020-08-26,4.0,True
Juice WRLD,Come & Go (with Marshmello),2020-08-26 06:17,205484,2Y0wPrPQBrGhoLn14xRYCG,2Y0wPrPQBrGhoLn14xRYCG,0.814,0.158,144.991,0.0657,0.0172,0.0,0.625,205485,-5.181,0.535,1,0,0.8626910016977929,2020-08-26,3.42,True
Juice WRLD,Robbery,2020-08-26 06:21,240050,4WXhZdsgBd7jgRlF7iHPeP,4WXhZdsgBd7jgRlF7iHPeP,0.69,0.222,79.993,0.0442,0.348,0.0,0.708,240527,-5.181,0.543,1,2,0.8626910016977929,2020-08-26,4.0,True
Juice WRLD,Smile (with The Weeknd),2020-08-26 06:25,196180,6wQlQrTY5mVS8EGaFZVwVF,6wQlQrTY5mVS8EGaFZVwVF,0.685,0.124,158.831,0.133,0.224,0.0,0.694,196180,-6.535,0.306,0,6,0.8307630635729106,2020-08-26,3.27,True
Juice WRLD,Smile (with The Weeknd),2020-08-26 06:28,196180,6wQlQrTY5mVS8EGaFZVwVF,6wQlQrTY5mVS8EGaFZVwVF,0.685,0.124,158.831,0.133,0.224,0.0,0.694,196180,-6.535,0.306,0,6,0.8307630635729106,2020-08-26,3.27,True
Juice WRLD,Come & Go (with Marshmello),2020-08-26 06:31,205484,2Y0wPrPQBrGhoLn14xRYCG,2Y0wPrPQBrGhoLn14xRYCG,0.814,0.158,144.991,0.0657,0.0172,0.0,0.625,205485,-5.181,0.535,1,0,0.8626910016977929,2020-08-26,3.42,True
Juice WRLD,Life's A Mess (feat. Halsey),2020-08-26 06:33,92254,5wWAwzGp2OaaoIkwcz6wZs,5wWAwzGp2OaaoIkwcz6wZs,0.446,0.166,143.078,0.0351,0.337,0.0,0.63,202193,-8.9,0.177,1,1,0.7749952839086964,2020-08-26,1.54,False
Joji,Daylight,2020-08-26 06:36,164932,6Ed1q0X8oSKSm4IIhiQbYg,6Ed1q0X8oSKSm4IIhiQbYg,0.749,0.0949,163.944,0.0479,0.00488,9.6e-05,0.528,163906,-7.571,0.729,1,7,0.8063337106206376,2020-08-26,2.75,True
Acru,THROW UP SESSION #1,2020-08-26 06:38,151306,4AmkflbQtBjOjNwSt92P1u,4AmkflbQtBjOjNwSt92P1u,0.729,0.587,91.992,0.129,0.0811,0.0,0.825,151307,-5.478,0.661,1,8,0.8556876061120542,2020-08-26,2.52,False
Trueno,G.P.S. - con Aleman,2020-08-26 06:42,228097,03e3pnRddWmYOVQlzs3Qnb,03e3pnRddWmYOVQlzs3Qnb,0.809,0.14,96.907,0.144,0.224,0.0,0.665,228098,-4.782,0.6,1,1,0.8720996038483304,2020-08-26,3.8,True
El Triangulo Estudio,Trueno 24/Siempre,2020-08-26 06:44,142106,0Y3bl8IzUsGvccFu74OLPB,0Y3bl8IzUsGvccFu74OLPB,0.705,0.307,88.551,0.302,0.479,0.0,0.679,142106,-9.18,0.78,1,2,0.7683927560837577,2020-08-26,2.37,False
Bizarrap,"Zaramay: Bzrp Music Sessions, Vol. 31",2020-08-26 06:48,219545,2PKb7tFxkwMoS7Y6muOTAR,2PKb7tFxkwMoS7Y6muOTAR,0.414,0.0956,88.015,0.132,0.392,8.85e-05,0.816,219545,-9.654,0.832,1,1,0.7572156196943971,2020-08-26,3.66,True
Lit Killah,Flexin',2020-08-26 06:51,179383,0hwEhPxCBLKiqeBMZavGAv,0hwEhPxCBLKiqeBMZavGAv,0.488,0.103,97.984,0.0684,0.191,0.0,0.84,179383,-6.156,0.85,1,10,0.8397000565930957,2020-08-26,2.99,True
Trueno,Mamichula - con Nicki Nicole,2020-08-26 06:55,219201,0TUW9faHNaBmi89wsYGp9y,0TUW9faHNaBmi89wsYGp9y,0.678,0.134,91.985,0.0735,0.582,2.22e-06,0.696,219202,-5.893,0.346,0,4,0.8459017166572343,2020-08-26,3.65,True
Tego Calderon,Abayarde,2020-08-26 06:58,202760,4AUMwz00G4hFZxY26MyoWV,4AUMwz00G4hFZxY26MyoWV,0.744,0.397,87.444,0.359,0.133,0.0134,0.57,202760,-4.008,0.638,1,5,0.8903508771929823,2020-08-26,3.38,True
Bizarrap,"Cazzu: Bzrp Music Sessions, Vol. 32",2020-08-26 07:01,146106,1MZqHpFyB4j5tFCFNvURou,1MZqHpFyB4j5tFCFNvURou,0.466,0.0819,131.04,0.0773,0.389,0.0899,0.89,146107,-9.092,0.593,0,7,0.7704678362573099,2020-08-26,2.44,False
Acru,Delirio,2020-08-26 07:04,223419,6DlyZxhPa617E2yAnC2rC6,6DlyZxhPa617E2yAnC2rC6,0.601,0.104,170.824,0.0853,0.127,0.0,0.461,223419,-7.951,0.0388,1,8,0.797373137143935,2020-08-26,3.72,True
Trueno,Ñeri,2020-08-26 07:08,194734,6Cgj3VVfcYJN9vZbMVcKRd,6Cgj3VVfcYJN9vZbMVcKRd,0.794,0.377,187.727,0.244,0.591,6.97e-06,0.573,194735,-4.469,0.764,1,9,0.8794802867383512,2020-08-26,3.25,True
Crow,Multiverso Vol.1: Black Moon,2020-08-26 07:27,344204,4psD0FiqmWBgCCaML0fJia,4psD0FiqmWBgCCaML0fJia,0.335,0.127,92.992,0.224,0.313,0.0,0.726,363942,-14.482,0.718,0,7,0.64336917562724,2020-08-26,5.74,True
Acru,THROW UP SESSION #2,2020-08-26 13:50,216923,5j7eaKMg9gnoSkPsQgV9kp,5j7eaKMg9gnoSkPsQgV9kp,0.507,0.108,155.973,0.0979,0.000435,7.82e-05,0.772,216923,-7.49,0.149,1,1,0.8082437275985662,2020-08-26,3.62,True
Tiago PZK,Sola - Neuen Live Sessions - En Vivo,2020-08-26 13:53,196600,4P1T0qUkqIVuByWA8i1SQV,4P1T0qUkqIVuByWA8i1SQV,0.608,0.101,48.936,0.302,0.86,0.0,0.445,196600,-7.433,0.402,1,0,0.8095878136200716,2020-08-26,3.28,True
KHEA,Ayer Me Llamó Mi Ex (feat. Lenny Santos),2020-08-26 13:57,206760,6C6mUonH6MNdSg5pw7kOc9,6C6mUonH6MNdSg5pw7kOc9,0.716,0.243,117.007,0.0325,0.254,0.0,0.752,206760,-5.2,0.553,0,10,0.8622429730239576,2020-08-26,3.45,True
Juice WRLD,Wishing Well,2020-08-26 14:00,194621,2U5WueTLIK5WJLD7mvDODv,2U5WueTLIK5WJLD7mvDODv,0.613,0.267,149.972,0.128,0.00336,0.0,0.65,194621,-6.13,0.0804,0,9,0.8403131484625541,2020-08-26,3.24,True
Juice WRLD,Lucid Dreams,2020-08-26 14:04,239835,2FtNANPWnAOKJVkoHLmiXu,2FtNANPWnAOKJVkoHLmiXu,0.566,0.34,83.903,0.2,0.349,0.0,0.511,239836,-7.23,0.218,0,6,0.8143746462931523,2020-08-26,4.0,True
Juice WRLD,Come & Go (with Marshmello),2020-08-26 14:16,102257,2Y0wPrPQBrGhoLn14xRYCG,2Y0wPrPQBrGhoLn14xRYCG,0.814,0.158,144.991,0.0657,0.0172,0.0,0.625,205485,-5.181,0.535,1,0,0.8626910016977929,2020-08-26,1.7,False
Juice WRLD,Wishing Well,2020-08-26 16:43,194621,2U5WueTLIK5WJLD7mvDODv,2U5WueTLIK5WJLD7mvDODv,0.613,0.267,149.972,0.128,0.00336,0.0,0.65,194621,-6.13,0.0804,0,9,0.8403131484625541,2020-08-26,3.24,True
Juice WRLD,Smile (with The Weeknd),2020-08-26 16:46,196180,6wQlQrTY5mVS8EGaFZVwVF,6wQlQrTY5mVS8EGaFZVwVF,0.685,0.124,158.831,0.133,0.224,0.0,0.694,196180,-6.535,0.306,0,6,0.8307630635729106,2020-08-26,3.27,True
Juice WRLD,Lucid Dreams,2020-08-26 16:50,239835,2FtNANPWnAOKJVkoHLmiXu,2FtNANPWnAOKJVkoHLmiXu,0.566,0.34,83.903,0.2,0.349,0.0,0.511,239836,-7.23,0.218,0,6,0.8143746462931523,2020-08-26,4.0,True
Juice WRLD,Come & Go (with Marshmello),2020-08-26 16:54,205484,2Y0wPrPQBrGhoLn14xRYCG,2Y0wPrPQBrGhoLn14xRYCG,0.814,0.158,144.991,0.0657,0.0172,0.0,0.625,205485,-5.181,0.535,1,0,0.8626910016977929,2020-08-26,3.42,True
Juice WRLD,Robbery,2020-08-26 16:58,240050,4WXhZdsgBd7jgRlF7iHPeP,4WXhZdsgBd7jgRlF7iHPeP,0.69,0.222,79.993,0.0442,0.348,0.0,0.708,240527,-5.181,0.543,1,2,0.8626910016977929,2020-08-26,4.0,True
Juice WRLD,Smile (with The Weeknd),2020-08-26 17:01,196180,6wQlQrTY5mVS8EGaFZVwVF,6wQlQrTY5mVS8EGaFZVwVF,0.685,0.124,158.831,0.133,0.224,0.0,0.694,196180,-6.535,0.306,0,6,0.8307630635729106,2020-08-26,3.27,True
Juice WRLD,Smile (with The Weeknd),2020-08-26 17:04,196180,6wQlQrTY5mVS8EGaFZVwVF,6wQlQrTY5mVS8EGaFZVwVF,0.685,0.124,158.831,0.133,0.224,0.0,0.694,196180,-6.535,0.306,0,6,0.8307630635729106,2020-08-26,3.27,True
Juice WRLD,Come & Go (with Marshmello),2020-08-26 17:08,205484,2Y0wPrPQBrGhoLn14xRYCG,2Y0wPrPQBrGhoLn14xRYCG,0.814,0.158,144.991,0.0657,0.0172,0.0,0.625,205485,-5.181,0.535,1,0,0.8626910016977929,2020-08-26,3.42,True
Juice WRLD,Life's A Mess (feat. Halsey),2020-08-26 17:11,202193,5wWAwzGp2OaaoIkwcz6wZs,5wWAwzGp2OaaoIkwcz6wZs,0.446,0.166,143.078,0.0351,0.337,0.0,0.63,202193,-8.9,0.177,1,1,0.7749952839086964,2020-08-26,3.37,True
Juice WRLD,Conversations,2020-08-26 17:14,181661,4K06PO78fW4mnBVenxGNob,4K06PO78fW4mnBVenxGNob,0.622,0.151,159.93,0.0838,0.176,0.0,0.747,181661,-5.825,0.57,1,11,0.8475051877004337,2020-08-26,3.03,True
Juice WRLD,Hate The Other Side (with Marshmello & The Kid Laroi),2020-08-26 17:36,40268,0ada5XsQGLPUVbmTCkAP49,0ada5XsQGLPUVbmTCkAP49,0.65,0.112,90.003,0.104,0.291,0.0,0.701,160212,-6.313,0.647,1,6,0.8359979249198263,2020-08-26,0.67,False
Acru,THROW UP SESSION #2,2020-08-26 19:40,216923,5j7eaKMg9gnoSkPsQgV9kp,5j7eaKMg9gnoSkPsQgV9kp,0.507,0.108,155.973,0.0979,0.000435,7.82e-05,0.772,216923,-7.49,0.149,1,1,0.8082437275985662,2020-08-26,3.62,True
Joji,Daylight,2020-08-26 19:43,164932,6Ed1q0X8oSKSm4IIhiQbYg,6Ed1q0X8oSKSm4IIhiQbYg,0.749,0.0949,163.944,0.0479,0.00488,9.6e-05,0.528,163906,-7.571,0.729,1,7,0.8063337106206376,2020-08-26,2.75,True
Acru,THROW UP SESSION #1,2020-08-26 19:46,151306,4AmkflbQtBjOjNwSt92P1u,4AmkflbQtBjOjNwSt92P1u,0.729,0.587,91.992,0.129,0.0811,0.0,0.825,151307,-5.478,0.661,1,8,0.8556876061120542,2020-08-26,2.52,False
Trueno,G.P.S. - con Aleman,2020-08-26 19:50,228097,03e3pnRddWmYOVQlzs3Qnb,03e3pnRddWmYOVQlzs3Qnb,0.809,0.14,96.907,0.144,0.224,0.0,0.665,228098,-4.782,0.6,1,1,0.8720996038483304,2020-08-26,3.8,True
El Triangulo Estudio,Trueno 24/Siempre,2020-08-26 19:52,142106,0Y3bl8IzUsGvccFu74OLPB,0Y3bl8IzUsGvccFu74OLPB,0.705,0.307,88.551,0.302,0.479,0.0,0.679,142106,-9.18,0.78,1,2,0.7683927560837577,2020-08-26,2.37,False
Bizarrap,"Zaramay: Bzrp Music Sessions, Vol. 31",2020-08-26 19:56,219545,2PKb7tFxkwMoS7Y6muOTAR,2PKb7tFxkwMoS7Y6muOTAR,0.414,0.0956,88.015,0.132,0.392,8.85e-05,0.816,219545,-9.654,0.832,1,1,0.7572156196943971,2020-08-26,3.66,True
Lit Killah,Flexin',2020-08-26 19:59,179383,0hwEhPxCBLKiqeBMZavGAv,0hwEhPxCBLKiqeBMZavGAv,0.488,0.103,97.984,0.0684,0.191,0.0,0.84,179383,-6.156,0.85,1,10,0.8397000565930957,2020-08-26,2.99,True
Trueno,Mamichula - con Nicki Nicole,2020-08-26 20:02,219201,0TUW9faHNaBmi89wsYGp9y,0TUW9faHNaBmi89wsYGp9y,0.678,0.134,91.985,0.0735,0.582,2.22e-06,0.696,219202,-5.893,0.346,0,4,0.8459017166572343,2020-08-26,3.65,True
Tego Calderon,Abayarde,2020-08-26 20:06,202760,4AUMwz00G4hFZxY26MyoWV,4AUMwz00G4hFZxY26MyoWV,0.744,0.397,87.444,0.359,0.133,0.0134,0.57,202760,-4.008,0.638,1,5,0.8903508771929823,2020-08-26,3.38,True
Bizarrap,"Cazzu: Bzrp Music Sessions, Vol. 32",2020-08-26 20:08,146106,1MZqHpFyB4j5tFCFNvURou,1MZqHpFyB4j5tFCFNvURou,0.466,0.0819,131.04,0.0773,0.389,0.0899,0.89,146107,-9.092,0.593,0,7,0.7704678362573099,2020-08-26,2.44,False
Acru,Delirio,2020-08-26 20:12,223419,6DlyZxhPa617E2yAnC2rC6,6DlyZxhPa617E2yAnC2rC6,0.601,0.104,170.824,0.0853,0.127,0.0,0.461,223419,-7.951,0.0388,1,8,0.797373137143935,2020-08-26,3.72,True
Trueno,Ñeri,2020-08-26 20:15,194734,6Cgj3VVfcYJN9vZbMVcKRd,6Cgj3VVfcYJN9vZbMVcKRd,0.794,0.377,187.727,0.244,0.591,6.97e-06,0.573,194735,-4.469,0.764,1,9,0.8794802867383512,2020-08-26,3.25,True
Crow,Multiverso Vol.1: Black Moon,2020-08-26 20:21,363942,4psD0FiqmWBgCCaML0fJia,4psD0FiqmWBgCCaML0fJia,0.335,0.127,92.992,0.224,0.313,0.0,0.726,363942,-14.482,0.718,0,7,0.64336917562724,2020-08-26,6.07,True
Bizarrap,"HOMER EL MERO MERO: Bzrp Music Sessions, Vol. 30",2020-08-26 20:24,181458,3VCo2tJEa1a8GDCvSIqwP0,3VCo2tJEa1a8GDCvSIqwP0,0.661,0.112,87.991,0.266,0.342,5.42e-05,0.707,181459,-6.649,0.664,1,1,0.8280748915298999,2020-08-26,3.02,True
Ocean Wisdom,Ting Dun,2020-08-26 20:27,142817,7h4xKwEnqt9TRAAS3Mjnj2,7h4xKwEnqt9TRAAS3Mjnj2,0.628,0.178,86.029,0.167,0.00996,1.96e-05,0.66,250887,-10.482,0.318,1,2,0.7376910016977928,2020-08-26,2.38,False
Thutmose,Memories,2020-08-26 23:51,2506,2CWOMDYFK4Ef3867nEhnVM,2CWOMDYFK4Ef3867nEhnVM,0.651,0.183,93.989,0.0554,0.0519,0.0,0.567,199147,-7.146,0.519,0,5,0.8163554046406337,2020-08-26,0.04,False
Juice WRLD,Hide (feat. Seezyn),2020-08-26 23:51,205800,6rz0dTA0PdhXImFV5EjM0w,6rz0dTA0PdhXImFV5EjM0w,0.639,0.157,149.996,0.0752,0.0622,0.0,0.715,205800,-5.017,0.151,0,5,0.8665581965666854,2020-08-26,3.43,True
Eminem,Godzilla (feat. Juice WRLD),2020-08-26 23:55,210800,7FIWs0pqAYbP91WWM0vlTQ,7FIWs0pqAYbP91WWM0vlTQ,0.745,0.292,165.995,0.342,0.145,0.0,0.808,210800,-5.26,0.829,0,10,0.8608281456328994,2020-08-26,3.51,True
Eminem,Darkness,2020-08-27 00:08,859,5SiZJoLXp3WOl3J4C8IK0d,5SiZJoLXp3WOl3J4C8IK0d,0.623,0.643,75.055,0.308,0.00998,7.55e-06,0.671,337147,-7.161,0.195,1,2,0.8160016977928691,2020-08-27,0.01,False
Eminem,Darkness,2020-08-27 00:54,1061,5SiZJoLXp3WOl3J4C8IK0d,5SiZJoLXp3WOl3J4C8IK0d,0.623,0.643,75.055,0.308,0.00998,7.55e-06,0.671,337147,-7.161,0.195,1,2,0.8160016977928691,2020-08-27,0.02,False
Tiago PZK,Sola - Neuen Live Sessions - En Vivo,2020-08-27 00:57,196600,4P1T0qUkqIVuByWA8i1SQV,4P1T0qUkqIVuByWA8i1SQV,0.608,0.101,48.936,0.302,0.86,0.0,0.445,196600,-7.433,0.402,1,0,0.8095878136200716,2020-08-27,3.28,True
Trueno,Background,2020-08-27 01:00,173381,2Kv37yc67cNNAujkActU6t,2Kv37yc67cNNAujkActU6t,0.857,0.107,93.947,0.166,0.417,0.0,0.703,173382,-4.207,0.74,0,8,0.8856583663459724,2020-08-27,2.89,True
Acru,C.O.L.D,2020-08-27 01:03,175670,0sm4jYFgrh23yRBtq7mSrp,0sm4jYFgrh23yRBtq7mSrp,0.584,0.105,80.102,0.563,0.411,0.0,0.71,175671,-9.878,0.205,1,9,0.7519335974344462,2020-08-27,2.93,True
Briston Maroney,Freakin' Out On the Interstate,2020-08-27 01:11,251906,0awZwmlC6pxH65KTZpadmX,0awZwmlC6pxH65KTZpadmX,0.794,0.303,143.861,0.0538,0.388,0.0,0.45,251906,-5.015,0.362,1,4,0.8666053574797207,2020-08-27,4.2,True
Trueno,Cucumelo,2020-08-27 01:14,161472,5TomkIGGAC7JHVbqvPPUR5,5TomkIGGAC7JHVbqvPPUR5,0.714,0.0918,125.016,0.0651,0.093,0.0,0.866,161473,-6.469,0.195,0,1,0.8323193737030748,2020-08-27,2.69,True
KHEA,Ayer Me Llamó Mi Ex (feat. Lenny Santos),2020-08-27 01:17,206760,6C6mUonH6MNdSg5pw7kOc9,6C6mUonH6MNdSg5pw7kOc9,0.716,0.243,117.007,0.0325,0.254,0.0,0.752,206760,-5.2,0.553,0,10,0.8622429730239576,2020-08-27,3.45,True
Bad Bunny,Si Veo a Tu Mamá,2020-08-27 01:30,97113,41wtwzCZkXwpnakmwJ239F,41wtwzCZkXwpnakmwJ239F,0.603,0.134,129.928,0.0646,0.402,4.81e-06,0.9,170972,-5.313,0.824,1,2,0.8595783814374645,2020-08-27,1.62,False
Juice WRLD,Hide (feat. Seezyn),2020-08-27 02:06,205800,6rz0dTA0PdhXImFV5EjM0w,6rz0dTA0PdhXImFV5EjM0w,0.639,0.157,149.996,0.0752,0.0622,0.0,0.715,205800,-5.017,0.151,0,5,0.8665581965666854,2020-08-27,3.43,True
Juice WRLD,Hide (feat. Seezyn),2020-08-27 02:15,205800,6rz0dTA0PdhXImFV5EjM0w,6rz0dTA0PdhXImFV5EjM0w,0.639,0.157,149.996,0.0752,0.0622,0.0,0.715,205800,-5.017,0.151,0,5,0.8665581965666854,2020-08-27,3.43,True
Jazz Lounge Bar,Something To Fall Back On,2020-08-27 02:24,122855,5hFQKBTWI6Iq5yOZVZVicr,5hFQKBTWI6Iq5yOZVZVicr,0.19,0.0864,143.024,0.0467,0.762,0.77,0.78,122855,-20.264,0.688,1,7,0.5070269760422561,2020-08-27,2.05,False
Jazz Lounge Bar,Coffee Morning Playback,2020-08-27 02:26,134790,7dPWg4H0wfQUQ7B2pOb2Ry,7dPWg4H0wfQUQ7B2pOb2Ry,0.2,0.108,136.751,0.0446,0.824,0.754,0.559,134790,-18.233,0.707,0,9,0.5549188832295793,2020-08-27,2.25,False
Jazz Lounge Bar,No Contender,2020-08-27 02:28,123714,7sih7XBywmFqGGxmk31BsJ,7sih7XBywmFqGGxmk31BsJ,0.151,0.0859,141.874,0.0393,0.949,0.791,0.7,123714,-24.262,0.634,1,5,0.4127523108847387,2020-08-27,2.06,False
Jazz Lounge Bar,Playing the Right Note,2020-08-27 02:30,123714,4oXwmemIeF2Pp03NWrqMlQ,4oXwmemIeF2Pp03NWrqMlQ,0.165,0.103,141.842,0.0374,0.929,0.788,0.729,123714,-24.298,0.794,0,7,0.41190341445010376,2020-08-27,2.06,False
Jazz Lounge Bar,The Alphabet of Jazz,2020-08-27 02:32,122855,7AkeGHDFBlQw2CZ72KhyPt,7AkeGHDFBlQw2CZ72KhyPt,0.241,0.0904,143.085,0.0619,0.664,0.187,0.704,122855,-19.42,0.698,1,0,0.5269288813431428,2020-08-27,2.05,False
Jazz Lounge Bar,We Are Jazz Lounge Bar,2020-08-27 02:34,114960,1OWAG0ddOR2ffSa6RjaJ8k,1OWAG0ddOR2ffSa6RjaJ8k,0.221,0.0948,83.974,0.0374,0.55,0.299,0.565,114961,-18.51,0.523,0,7,0.5483870967741935,2020-08-27,1.92,False
Jazz Lounge Bar,Taking It Easy,2020-08-27 02:40,124573,2FWIJNCgmkKCM5HsJjm4kV,2FWIJNCgmkKCM5HsJjm4kV,0.279,0.085,140.861,0.0329,0.563,0.692,0.64,124574,-21.547,0.63,1,0,0.4767732503301263,2020-08-27,2.08,False
